sector,price,bedRoom,bathroom,balcony,floorNum,built_up_area,study room,servant room,pooja room,store room,others,furnishing_type,property_type_house,agePossession_New Property,agePossession_Old Property,agePossession_Relatively New,agePossession_Under Construction,luxury_score_Low,luxury_score_Medium
107.0,1.49,3,4,3,5.0,2080.1762114537446,0,1,0,1,0,1,False,False,False,True,False,False,False
88.0,1.19,2,2,3,15.0,1.9790441176470588,1,0,1,0,0,1,False,False,False,True,False,False,False
88.0,1.15,2,2,3,14.0,1.9790441176470588,1,0,1,0,0,0,False,False,False,True,False,False,False
103.0,0.99,3,4,3,2.0,1.9790441176470588,0,1,1,0,0,0,False,False,False,True,False,False,False
83.0,0.78,2,2,2,3.0,850.0,1,0,1,0,0,1,False,False,False,True,False,False,False
83.0,1.15,3,3,2,3.0,1350.0,1,1,1,1,0,1,False,False,False,True,False,False,False
108.0,0.8,3,3,3,9.0,1619.3832599118944,0,0,1,0,0,0,False,False,False,True,False,False,False
102.0,2.2,3,4,3,20.0,1186.0,1,1,0,0,0,1,False,False,False,True,False,True,False
54.0,1.55,3,3,3,3.0,1900.0,0,1,0,0,0,1,False,False,False,False,False,False,True
69.0,1.55,3,3,2,0.0,1390.308370044053,0,0,1,0,0,1,False,False,False,True,False,False,True
69.0,0.9,3,2,3,1.0,1326.0,0,0,0,0,0,1,False,False,False,True,False,False,True
1.0,0.9,3,3,3,5.0,2475.1184834123223,0,1,0,0,0,0,False,False,False,False,False,True,False
1.0,0.85,3,3,3,5.0,1894.273127753304,0,1,0,0,0,0,False,False,False,False,False,True,False
60.0,3.0,3,3,3,5.0,2400.0,0,1,0,0,0,1,False,False,False,True,False,False,False
60.0,2.12,2,2,2,2.0,1350.0,0,0,1,0,0,1,False,False,False,True,False,False,False
77.0,1.05,3,3,3,7.0,1600.0,0,0,0,0,0,0,False,False,False,True,False,True,False
85.0,1.65,3,4,3,9.0,2121.5859030837005,0,0,1,0,0,0,False,True,False,False,False,True,False
84.0,1.5,3,3,3,20.0,1.9790441176470588,0,1,0,0,0,1,False,False,False,True,False,True,False
67.0,3.4,3,4,3,16.0,2077.533039647577,0,1,0,0,0,1,False,False,False,True,False,False,False
67.0,3.5,3,4,3,15.0,2077.533039647577,0,1,0,0,0,1,False,False,False,True,False,False,False
67.0,3.15,3,4,3,15.0,2160.3524229074887,0,1,1,0,0,1,False,False,False,True,False,False,True
43.0,5.25,4,4,3,9.0,2570.0,0,1,1,0,1,0,False,False,True,False,False,False,True
67.0,2.78,3,3,3,4.0,2047.0,0,0,1,0,0,1,False,False,False,True,False,False,False
92.0,0.72,3,3,3,9.0,1700.0,0,1,0,0,0,0,False,False,False,True,False,True,False
56.0,1.55,3,3,3,6.0,1762.1145374449338,0,1,0,0,0,1,False,False,False,False,False,True,False
43.0,1.5,3,3,3,7.0,1385.0,0,0,0,1,0,1,False,False,True,False,False,False,False
67.0,3.05,3,4,2,35.0,2200.0,1,1,0,0,0,1,False,False,False,True,False,False,False
58.0,3.83,3,4,2,10.0,2000.0,1,1,0,0,0,1,False,False,False,True,False,False,False
74.0,2.25,3,3,2,9.0,1938.0,0,1,0,0,0,1,False,False,False,True,False,False,False
83.0,1.4,4,4,3,10.0,2310.4265402843603,0,1,0,0,0,0,False,False,False,True,False,True,False
112.0,3.75,3,5,3,22.0,2468.7224669603524,0,1,0,0,0,1,False,False,False,True,False,True,False
70.0,1.51,3,3,3,7.0,1740.9691629955946,0,1,0,0,0,0,False,False,False,True,False,True,False
48.0,2.7,3,3,3,7.0,2000.0,1,1,0,0,0,1,False,False,False,True,False,False,False
113.0,3.35,4,4,3,11.0,3189.57345971564,1,1,0,0,0,1,False,False,False,True,False,False,False
69.0,1.5,3,3,2,8.0,1.9790441176470588,0,0,1,0,0,1,False,False,False,True,False,False,False
81.0,2.2,3,4,3,8.0,1.9790441176470588,0,1,0,0,0,1,False,False,False,True,False,False,False
82.0,2.55,4,4,3,14.0,2273.0,0,0,0,0,0,2,False,False,False,True,False,True,False
81.0,0.45,2,2,2,6.0,708.5308056872038,0,0,0,1,0,1,False,False,False,True,False,True,False
83.0,1.18,3,3,2,14.0,1.9790441176470588,0,0,0,0,0,0,False,False,False,True,False,True,False
84.0,0.85,2,2,3,6.0,1.9790441176470588,0,0,0,0,0,1,False,False,False,True,False,True,False
84.0,1.49,3,3,3,6.0,1.9790441176470588,0,1,0,0,0,0,False,False,False,True,False,True,False
53.0,6.5,4,5,3,10.0,3000.0,1,1,1,0,0,1,False,False,False,True,False,False,False
92.0,1.18,4,4,3,8.0,2684.834123222749,0,1,0,0,0,0,False,False,False,True,False,False,True
92.0,0.8,3,3,3,7.0,1804.5023696682465,1,0,0,0,0,1,False,False,False,True,False,False,True
83.0,1.42,4,4,3,7.0,2000.0,1,1,0,0,0,0,False,False,False,True,False,False,True
65.0,5.0,3,3,3,2.0,3245.0,0,1,0,0,0,1,False,False,False,True,False,False,False
86.0,1.72,3,3,1,8.0,1699.5594713656387,0,0,0,0,1,1,False,False,False,True,False,True,False
65.0,1.95,3,3,3,1.0,1658.7677725118483,0,0,0,1,0,1,False,True,False,False,False,False,True
83.0,0.75,3,3,3,10.0,1.9790441176470588,0,0,0,0,1,1,False,True,False,False,False,True,False
37.0,1.72,3,3,3,10.0,1930.396475770925,0,1,0,0,0,0,False,False,False,True,False,True,False
102.0,2.5,4,5,3,10.0,2600.0,0,1,1,0,0,1,False,False,False,True,False,False,False
102.0,1.7,3,4,3,8.0,1750.0,0,1,1,0,0,1,False,False,False,True,False,False,False
50.0,1.14,2,2,2,19.0,1330.0,0,0,0,0,1,1,False,False,False,False,False,False,False
43.0,1.35,3,3,3,2.0,1320.0,0,0,0,0,1,1,False,False,True,False,False,False,True
99.0,0.27,2,2,1,10.0,530.8056872037915,0,0,0,0,0,0,False,False,False,True,False,False,True
86.0,1.4,4,4,3,20.0,2075.7709251101323,0,1,1,0,0,0,False,False,False,True,False,False,True
86.0,1.25,3,4,3,2.0,1700.4405286343613,0,1,1,0,0,0,False,False,False,True,False,False,True
85.0,1.18,2,2,3,9.0,1700.0,1,0,0,0,0,1,False,False,False,True,False,False,False
85.0,1.1,2,2,3,10.0,1600.0,0,0,1,0,0,0,False,False,False,True,False,False,False
107.0,1.21,3,3,3,7.0,1.9790441176470588,0,0,0,0,0,1,False,False,False,False,False,False,True
110.0,3.45,4,4,3,9.0,2995.594713656388,0,1,0,0,0,1,False,False,False,False,False,False,True
102.0,1.95,3,3,3,10.0,1631.7180616740088,0,0,0,0,0,0,False,False,False,True,False,False,True
111.0,3.65,4,5,3,17.0,2599.118942731277,0,1,0,0,0,1,False,False,False,False,False,False,True
28.0,2.3,3,3,3,7.0,1777.0,0,1,0,0,0,0,False,False,False,False,False,False,True
66.0,3.4,3,4,3,9.0,2200.0,0,1,0,1,0,1,False,False,False,True,False,False,True
48.0,1.14,3,3,3,4.0,1.9790441176470588,0,0,0,0,0,0,False,False,False,True,False,False,False
48.0,0.96,2,2,3,14.0,1.9790441176470588,1,0,0,0,0,0,False,False,False,True,False,False,False
113.0,3.05,3,4,3,3.0,2150.0,0,1,0,0,0,0,False,False,False,True,False,False,False
113.0,2.35,3,4,3,3.0,1930.0,0,1,0,0,0,0,False,False,False,True,False,False,False
99.0,1.05,2,2,3,2.0,1390.0,1,0,0,0,0,0,False,False,False,True,False,True,False
99.0,1.02,2,2,3,3.0,1430.0,1,0,0,0,0,0,False,False,False,True,False,False,False
99.0,1.08,3,5,3,2.0,1750.0,0,1,0,0,1,0,False,False,False,True,False,True,False
113.0,1.75,2,2,2,10.0,1392.0704845814978,1,0,0,0,0,0,False,False,False,True,False,False,True
113.0,2.45,3,3,3,8.0,1960.352422907489,0,0,0,0,0,0,False,False,False,True,False,False,True
113.0,6.0,5,6,3,24.0,7778.436018957346,0,0,0,0,0,0,False,False,False,False,False,False,True
109.0,1.68,3,3,3,8.0,1537.444933920705,0,0,0,0,0,0,False,False,False,True,False,False,True
102.0,1.26,2,2,2,10.0,1070.4845814977973,0,0,0,0,0,0,False,False,False,True,False,False,True
102.0,1.82,3,4,3,12.0,1711.0132158590309,0,1,0,0,0,0,False,False,False,True,False,False,True
111.0,2.58,3,4,2,9.0,2200.0,0,1,0,0,0,0,False,False,False,True,False,False,True
113.0,1.75,2,2,3,10.0,1385.9030837004404,1,0,0,0,0,0,False,False,False,True,False,False,True
108.0,2.6,3,3,2,8.0,1711.0,0,0,0,0,0,0,False,False,False,True,False,False,True
108.0,2.9,3,4,2,11.0,2003.0,0,0,0,0,0,0,False,False,False,True,False,False,True
107.0,1.4,3,4,3,6.0,2080.1762114537446,0,1,0,0,0,0,False,False,False,True,False,False,True
109.0,2.95,4,5,3,10.0,2775.330396475771,0,1,0,0,0,0,False,False,False,True,False,False,True
109.0,2.25,3,4,3,14.0,2277.533039647577,0,1,0,0,0,0,False,False,False,True,False,False,True
109.0,1.4,3,3,3,9.0,1541.8502202643172,0,0,0,0,0,0,False,False,False,True,False,False,True
109.0,1.26,3,2,3,8.0,1656.387665198238,0,0,0,0,0,0,False,False,False,True,False,False,True
69.0,1.7,4,4,1,12.0,1735.6828193832598,0,0,0,0,0,0,False,False,False,True,False,False,True
69.0,1.43,3,3,2,1.0,1390.308370044053,0,0,1,0,0,0,False,False,False,True,False,False,True
69.0,1.3,3,3,1,12.0,1381.4977973568282,0,0,1,0,0,0,False,False,False,True,False,False,True
69.0,1.32,3,3,1,12.0,1381.4977973568282,0,0,1,0,0,0,False,False,False,True,False,False,True
69.0,2.0,4,4,2,0.0,1770.9251101321586,0,0,0,0,0,0,False,False,False,True,False,False,True
69.0,1.43,3,3,2,1.0,1416.740088105727,0,0,1,0,0,0,False,False,False,True,False,False,True
81.0,3.46,4,4,3,10.0,2530.396475770925,0,1,0,0,0,2,False,True,False,False,False,False,False
81.0,2.25,3,3,3,6.0,1878.4140969162995,0,1,0,0,0,2,False,True,False,False,False,False,False
109.0,1.7,3,3,3,21.0,1550.0,0,0,0,0,0,0,False,False,False,False,False,True,False
109.0,1.8,3,3,3,10.0,1.9790441176470588,0,0,0,0,0,0,False,False,False,True,False,False,False
109.0,1.35,3,2,3,12.0,1.9790441176470588,0,0,0,0,0,0,False,False,False,True,False,False,True
65.0,5.4,3,4,3,19.0,2624.669603524229,1,1,0,0,0,1,False,False,False,False,False,False,False
54.0,1.55,3,3,3,3.0,2000.0,0,0,1,0,1,1,False,False,False,False,False,False,True
74.0,1.6,2,2,2,26.0,1.9790441176470588,0,0,0,0,0,1,False,False,False,True,False,False,False
56.0,2.09,4,4,3,7.0,2300.0,0,0,0,0,1,1,False,False,False,True,False,False,True
54.0,1.75,3,3,3,6.0,2100.0,0,1,0,0,0,1,False,False,False,False,False,False,True
83.0,1.38,3,3,3,5.0,1350.0,0,1,0,0,0,1,False,False,False,True,False,True,False
65.0,2.25,3,3,3,3.0,1600.0,1,1,0,0,0,1,False,False,False,True,False,True,False
81.0,2.4,3,4,3,19.0,1852.863436123348,0,1,0,0,0,2,False,False,False,True,False,False,False
83.0,1.72,3,3,3,4.0,1600.0,0,1,0,0,0,1,False,False,False,True,False,False,False
78.0,0.88,3,4,3,8.0,1668.0,0,1,1,0,0,0,False,False,False,False,False,False,True
83.0,3.15,5,7,3,15.0,3200.0,0,1,0,0,0,1,False,False,False,True,False,False,False
37.0,1.72,3,3,3,9.0,1.9790441176470588,1,0,0,0,0,1,False,False,False,True,False,True,False
74.0,1.47,2,2,3,26.0,1246.6960352422907,0,0,0,0,0,1,False,True,False,False,False,True,False
71.0,1.1,3,4,3,3.0,1587.6651982378855,0,1,0,0,0,0,False,False,False,False,False,True,False
71.0,1.32,4,4,3,14.0,1932.15859030837,0,1,0,0,0,0,False,False,False,False,False,False,True
71.0,1.3,4,4,3,5.0,2070.484581497797,0,1,0,0,0,0,False,False,False,False,False,False,True
71.0,1.35,4,4,3,8.0,2070.484581497797,0,1,0,0,0,0,False,False,False,False,False,True,False
66.0,3.0,4,4,3,3.0,2700.0,1,1,1,0,1,1,False,False,False,True,False,False,False
86.0,1.6,3,3,3,9.0,1548.0,0,0,0,0,1,1,False,False,False,True,False,False,False
49.0,3.0,4,4,3,5.0,2200.0,0,1,1,0,0,1,False,False,False,False,False,False,True
1.0,0.9,3,3,3,8.0,1900.0,0,1,0,0,0,0,False,False,False,False,False,True,False
54.0,1.75,3,4,3,5.0,1900.0,0,1,0,0,0,1,False,False,False,False,False,False,True
102.0,2.0,3,3,3,9.0,1631.7180616740088,0,0,0,0,0,0,False,False,False,True,False,True,False
102.0,1.8,3,3,3,5.0,1490.748898678414,0,0,0,0,0,0,False,False,False,True,False,True,False
109.0,1.6,3,3,3,10.0,1550.0,0,0,0,0,0,0,False,False,False,True,False,False,True
110.0,1.4,3,3,3,10.0,1550.0,0,0,0,0,0,1,False,False,False,True,False,False,True
110.0,1.8,3,3,3,7.0,1850.0,0,1,0,0,0,1,False,False,False,True,False,False,True
67.0,2.7,4,4,3,9.0,2070.484581497797,0,1,1,0,0,1,False,False,False,False,False,False,True
86.0,1.55,3,3,3,5.0,1900.0,0,0,0,0,0,0,False,False,False,True,False,True,False
82.0,1.15,3,4,2,15.0,1577.092511013216,0,1,1,0,0,1,False,False,False,True,False,False,True
102.0,1.49,3,3,3,10.0,1.9790441176470588,0,0,0,0,0,1,False,False,False,True,False,False,False
102.0,1.91,3,4,2,17.0,1.9790441176470588,1,1,0,0,0,1,False,False,False,True,False,False,False
83.0,1.05,3,3,3,8.0,1.9790441176470588,0,0,1,0,0,1,False,False,False,False,False,False,True
103.0,2.14,4,6,3,7.0,1.9790441176470588,0,1,0,0,0,0,False,False,False,True,False,False,True
1.0,1.02,2,2,3,11.0,1246.6960352422907,0,0,0,0,0,0,False,False,False,False,False,False,True
1.0,0.56,1,1,2,7.0,770.1421800947868,0,0,0,0,0,0,False,False,False,False,False,False,True
60.0,2.5,2,3,2,4.0,1365.6387665198238,1,0,0,0,0,0,False,False,False,True,False,False,True
61.0,2.0,3,3,3,24.0,1497.797356828194,0,0,0,0,0,1,False,False,False,False,False,False,True
63.0,2.2,3,4,3,8.0,1512.7753303964755,1,0,0,0,0,1,False,False,False,False,False,False,True
108.0,1.65,3,4,3,3.0,1771.32,1,0,0,0,0,1,False,False,False,False,False,False,True
70.0,1.6,2,2,2,22.0,1378.8546255506608,0,0,0,0,0,0,False,False,False,False,False,False,True
82.0,0.85,2,2,2,0.0,1145.374449339207,0,0,0,0,0,1,False,False,False,True,False,True,False
102.0,1.4,3,3,3,3.0,1.9790441176470588,0,1,0,0,0,0,False,False,False,True,False,False,True
43.0,2.09,3,3,2,11.0,1259.9118942731277,0,0,0,0,0,1,False,False,True,False,False,False,True
49.0,2.51,3,3,3,7.0,2061.0,1,0,0,0,0,1,False,False,True,False,False,False,True
54.0,1.69,3,3,3,5.0,1938.3259911894272,0,1,0,0,0,1,False,False,True,False,False,False,True
1.0,0.98,2,2,3,11.0,1246.6960352422907,0,0,0,0,0,0,False,False,False,False,False,False,True
108.0,2.0,4,4,3,10.0,2500.0,0,1,1,0,0,1,False,False,False,True,False,False,False
49.0,1.95,3,3,3,2.0,1590.308370044053,0,0,0,0,0,1,False,False,True,False,False,False,True
43.0,2.1,3,3,1,2.0,1200.0,0,0,0,1,0,1,False,False,True,False,False,False,True
56.0,1.55,3,3,3,5.0,1762.1145374449338,0,1,0,0,0,1,False,False,True,False,False,False,True
49.0,1.98,3,4,3,9.0,1750.75,0,1,0,0,0,1,False,False,False,False,False,False,True
56.0,2.05,4,4,3,8.0,2843.6018957345973,0,0,0,0,0,1,False,False,False,False,False,True,False
52.0,1.4,3,3,3,8.0,2725.1184834123223,0,0,0,0,0,1,False,False,False,True,False,False,True
109.0,1.4,3,3,3,8.0,1466.0,0,0,0,1,0,0,False,False,False,True,False,False,True
103.0,2.36,4,6,3,8.0,1.9790441176470588,0,1,0,0,0,1,False,False,False,True,False,False,False
109.0,1.65,3,3,3,19.0,1650.0,0,0,0,1,0,1,False,False,False,True,False,False,False
111.0,2.65,3,4,2,7.0,1950.0,0,1,0,0,0,1,False,False,False,True,False,False,False
104.0,2.63,4,4,3,21.0,2750.0,0,1,0,0,0,1,False,False,False,True,False,False,False
104.0,2.25,3,4,3,4.0,1.9790441176470588,0,1,0,0,0,1,False,False,False,True,False,False,False
104.0,2.55,4,4,3,21.0,1950.0,0,1,0,0,0,0,False,False,False,True,False,False,False
103.0,1.15,2,2,3,8.0,1250.0,1,0,0,0,0,1,False,False,False,True,False,False,True
56.0,1.45,3,3,3,7.0,1900.0,1,1,1,0,1,0,False,False,True,False,False,False,False
104.0,2.6,4,4,3,16.0,2950.0,0,1,0,0,0,1,False,False,False,True,False,False,False
102.0,1.55,3,4,3,7.0,1.9790441176470588,0,1,0,0,0,1,False,False,False,True,False,False,False
70.0,1.2,2,2,3,6.0,1251.1013215859032,0,0,0,0,0,0,False,False,False,False,False,True,False
70.0,1.55,3,3,3,6.0,1.9790441176470588,1,1,1,0,1,0,False,False,False,True,False,True,False
70.0,1.65,3,4,3,5.0,1.9790441176470588,0,1,0,0,1,1,False,False,False,True,False,True,False
85.0,1.05,2,2,3,6.0,1444.9339207048458,0,0,0,0,1,0,False,False,False,True,False,True,False
90.0,1.29,3,3,3,7.0,1540.0,1,0,0,0,0,0,False,False,False,True,False,False,False
67.0,0.56,2,2,2,0.0,829.3838862559242,0,0,0,0,1,0,False,False,False,True,False,True,False
90.0,1.26,3,3,2,12.0,1650.0,0,0,0,0,1,0,False,False,False,True,False,True,False
85.0,1.91,4,6,3,6.0,3890.0,0,1,0,0,0,0,False,False,False,True,False,False,False
85.0,2.2,4,6,3,10.0,3920.0,0,1,0,0,0,0,False,False,False,True,False,False,False
85.0,1.98,3,4,3,12.0,2399.0,0,0,0,1,0,0,False,False,False,True,False,False,False
85.0,1.11,2,2,3,8.0,1630.0,0,0,0,1,0,0,False,False,False,True,False,False,False
81.0,2.25,3,4,3,11.0,2090.0,0,1,0,0,0,2,False,False,False,True,False,False,False
84.0,1.05,3,3,3,6.0,1610.0,0,0,0,0,1,0,False,False,False,True,False,False,True
82.0,2.6,4,4,3,2.0,2273.0,0,0,0,0,1,0,False,False,False,True,False,True,False
85.0,1.04,2,2,3,17.0,1550.0,0,0,0,0,1,0,False,True,False,False,False,False,True
90.0,1.25,3,3,2,11.0,1536.5638766519824,0,0,0,0,1,0,False,False,False,True,False,True,False
112.0,3.4,3,3,2,14.0,2225.56,0,0,0,0,0,1,False,False,False,True,False,False,False
90.0,1.25,3,3,3,28.0,1500.4405286343613,0,1,0,0,0,0,False,False,False,False,False,True,False
86.0,0.41,2,2,1,7.0,593.6018957345972,1,1,1,0,1,0,False,True,False,False,False,True,False
83.0,0.75,2,2,2,19.0,1150.0,0,0,0,0,1,1,False,False,False,True,False,False,True
90.0,1.7,4,4,3,15.0,1951.541850220264,0,1,0,0,0,0,False,False,False,False,False,True,False
91.0,0.87,2,2,2,9.0,1.9790441176470588,0,0,0,1,0,0,False,False,False,True,False,False,True
90.0,1.25,3,3,3,18.0,1.9790441176470588,0,1,0,0,0,0,False,False,False,False,False,False,True
81.0,2.35,3,4,3,18.0,1.9790441176470588,0,1,0,0,0,0,False,False,False,True,False,False,True
104.0,1.73,3,4,3,15.0,2017.6211453744493,0,1,0,0,0,0,False,False,False,True,False,False,False
106.0,0.97,2,2,3,6.0,1200.0,0,0,1,0,0,1,False,True,False,False,False,False,False
106.0,1.35,4,4,3,18.0,2100.0,0,1,1,0,0,1,False,False,False,True,False,False,False
99.0,1.32,3,5,3,11.0,1.9790441176470588,0,1,0,0,0,0,False,True,False,False,False,False,True
48.0,0.71,2,2,3,10.0,1123.3480176211451,0,0,0,0,0,0,False,False,False,True,False,False,False
48.0,0.78,2,2,2,7.0,1283.7004405286343,1,0,0,0,0,1,False,False,False,True,False,False,True
65.0,5.5,3,4,3,3.0,2803.0,0,1,0,0,0,0,False,False,False,True,False,True,False
81.0,2.3,3,4,3,18.0,1.9790441176470588,0,1,0,0,0,1,False,False,False,True,False,False,False
95.0,0.43,2,2,2,6.0,1300.0,0,0,0,0,0,0,False,False,False,True,False,False,True
107.0,0.98,2,2,3,7.0,1.9790441176470588,1,0,0,0,0,1,False,False,False,True,False,False,False
107.0,0.8,2,2,3,6.0,1.9790441176470588,0,0,1,0,0,1,False,False,False,True,False,False,False
104.0,2.65,4,4,3,10.0,2775.330396475771,0,1,0,0,0,0,False,False,False,True,False,False,False
43.0,2.35,3,3,2,1.0,1.9790441176470588,0,0,0,1,0,1,False,False,True,False,False,False,True
107.0,1.29,3,3,3,1.0,1.9790441176470588,0,0,1,0,0,1,False,False,False,True,False,False,False
104.0,1.83,3,4,3,10.0,2000.0,0,1,0,0,0,0,False,False,False,True,False,False,False
107.0,1.39,3,4,3,6.0,1.9790441176470588,0,1,1,0,0,1,False,False,False,True,False,False,False
83.0,1.12,3,3,2,4.0,1200.0,1,1,1,1,0,1,False,False,False,True,False,False,False
108.0,0.65,2,2,2,5.0,1202.6431718061674,0,0,1,0,0,1,False,False,False,True,False,False,False
91.0,1.5,3,4,3,3.0,1.9790441176470588,1,1,0,0,0,0,False,False,False,True,False,False,True
91.0,1.9,4,4,3,9.0,2400.0,0,1,0,0,0,0,False,False,False,True,False,False,True
50.0,2.35,3,3,3,8.0,2000.0,0,0,0,1,0,1,False,False,False,False,False,False,True
2.0,0.6,1,1,1,5.0,647.5770925110132,0,0,0,0,0,1,False,False,False,False,False,False,True
28.0,2.0,3,3,1,12.0,1207.0484581497797,0,0,0,0,0,1,False,False,True,False,False,False,True
74.0,1.57,2,2,3,10.0,1300.0,0,0,0,0,1,0,False,False,False,True,False,False,True
37.0,1.44,3,3,3,8.0,2357.8199052132704,0,1,0,0,0,0,False,True,False,False,False,True,False
37.0,1.26,3,3,3,4.0,1400.0,0,0,0,0,0,0,False,True,False,False,False,True,False
68.0,1.05,2,2,2,11.0,1200.0,0,0,0,0,0,1,False,True,False,False,False,False,True
53.0,6.44,4,4,3,7.0,2986.7841409691628,0,1,0,0,0,1,False,False,False,False,False,False,True
62.0,7.56,4,4,3,23.0,4200.0,0,1,1,0,0,1,False,False,False,True,False,False,True
43.0,3.8,3,3,3,1.0,2450.0,0,1,1,0,0,1,False,False,False,False,False,False,True
54.0,6.75,4,4,2,8.0,2704.0,0,1,0,0,0,2,False,False,False,False,False,False,True
90.0,0.65,2,2,3,11.0,1225.0,1,0,0,0,0,1,False,False,False,True,False,True,False
109.0,1.75,3,4,3,7.0,1797.0,0,1,0,0,0,0,False,False,False,True,False,False,False
56.0,1.54,3,4,3,5.0,1900.0,0,1,0,0,0,1,False,False,True,False,False,False,True
102.0,1.4,3,3,3,4.0,1453.7444933920706,0,1,0,0,0,1,False,False,False,True,False,False,True
102.0,0.97,2,2,2,12.0,806.1674008810572,0,0,0,0,0,0,False,False,False,True,False,False,True
102.0,1.35,2,2,2,9.0,1197.3568281938326,0,0,0,0,0,0,False,False,False,True,False,False,True
102.0,1.75,3,4,3,13.0,1711.0132158590309,0,1,0,0,0,1,False,False,False,True,False,False,True
103.0,2.2,4,6,3,4.0,2533.0396475770926,0,1,0,0,0,1,False,False,False,True,False,False,True
108.0,2.45,3,3,3,15.0,1460.0,0,0,0,0,0,0,False,False,False,True,False,True,False
106.0,1.5,4,6,3,11.0,1535.0,0,1,0,0,0,0,False,False,False,True,False,False,False
113.0,2.4,3,4,3,5.0,1940.0,0,1,0,0,0,0,False,False,False,True,False,True,False
113.0,2.45,3,3,3,3.0,1890.0,1,0,0,0,0,0,False,False,False,True,False,False,False
113.0,3.0,3,3,3,3.0,2460.0,0,1,0,0,0,0,False,False,False,True,False,False,False
113.0,1.65,3,2,2,3.0,1420.0,0,0,0,0,0,0,False,False,False,True,False,True,False
106.0,0.88,2,2,3,3.0,1120.0,0,0,0,0,0,0,False,False,False,True,False,True,False
106.0,0.88,2,2,3,1.0,940.0,0,0,0,0,0,0,False,False,False,True,False,True,False
106.0,1.28,3,4,3,24.0,1186.0,0,1,0,0,0,0,False,False,False,True,False,True,False
106.0,1.34,4,5,3,7.0,1535.0,0,1,0,0,0,0,False,False,False,True,False,True,False
106.0,1.32,4,5,3,11.0,1535.0,0,1,0,0,0,0,False,False,False,True,False,True,False
106.0,1.13,3,4,3,18.0,1186.0,1,1,0,0,0,0,False,False,False,True,False,True,False
99.0,1.38,4,5,3,1.0,2150.0,0,1,0,0,1,0,False,False,False,True,False,True,False
99.0,1.16,3,3,3,3.0,1790.0,0,1,0,0,1,0,False,False,False,True,False,True,False
113.0,2.33,3,3,3,3.0,2098.0,0,1,0,0,0,0,False,True,False,False,False,False,False
113.0,3.05,3,4,3,15.0,2600.0,0,1,0,0,0,0,False,True,False,False,False,False,False
83.0,1.25,3,2,1,6.0,1610.1277022026431,1,1,1,1,0,2,False,False,False,True,False,False,False
79.0,1.25,3,3,2,1.0,1.9790441176470588,1,0,1,0,0,1,False,False,False,True,False,False,False
83.0,1.05,3,3,2,14.0,1546.2555066079294,1,1,1,1,0,1,False,False,False,True,False,False,False
79.0,1.25,3,3,3,22.0,1.9790441176470588,1,0,1,0,0,0,False,False,False,True,False,False,False
79.0,1.1,3,3,3,22.0,1.9790441176470588,1,0,1,0,0,1,False,False,False,True,False,False,True
83.0,1.3,3,3,3,16.0,1.9790441176470588,0,1,0,0,0,1,False,False,False,True,False,False,False
84.0,2.28,4,4,3,8.0,1.9790441176470588,0,1,0,0,0,0,False,False,False,True,False,False,True
85.0,1.2,2,2,2,4.0,1190.0,0,1,0,1,0,0,False,False,False,True,False,False,True
85.0,1.22,2,2,3,16.0,1300.0,0,0,0,1,0,0,False,False,False,True,False,False,True
85.0,1.1,2,2,3,12.0,1173.0,1,0,0,0,0,0,False,False,False,True,False,False,True
85.0,1.15,2,2,3,20.0,1263.0,0,0,1,0,0,0,False,False,False,True,False,False,True
79.0,1.2,3,3,3,18.0,1.9790441176470588,1,0,1,0,0,1,False,False,False,True,False,False,False
83.0,1.4,3,3,3,2.0,1.9790441176470588,1,1,1,1,0,1,False,False,False,True,False,False,False
83.0,1.1,3,3,2,8.0,1546.2555066079294,1,0,1,1,0,1,False,False,False,True,False,False,False
83.0,1.0,3,3,2,2.0,1533.0396475770924,0,0,0,1,0,1,False,False,False,True,False,False,False
84.0,1.52,3,4,3,15.0,1.9790441176470588,0,1,0,0,0,0,False,False,False,True,False,False,True
83.0,1.8,3,4,3,4.0,1.9790441176470588,1,1,1,1,0,1,False,False,False,True,False,False,False
83.0,1.6,3,3,3,6.0,1629.955947136564,1,1,1,1,0,1,False,False,False,True,False,False,False
79.0,1.55,3,4,3,11.0,1.9790441176470588,0,1,0,0,0,1,False,False,False,True,False,False,False
79.0,1.3,3,3,2,6.0,1.9790441176470588,1,0,1,0,0,0,False,False,False,True,False,False,False
81.0,2.25,3,4,3,8.0,2300.0,1,1,0,1,0,1,False,False,False,True,False,False,True
49.0,4.79,5,5,3,14.0,3625.550660792952,1,1,1,0,0,0,False,False,False,True,False,True,False
90.0,1.25,3,3,3,10.0,1650.0,0,0,0,0,1,1,False,False,False,True,False,True,False
91.0,1.4,3,3,3,7.0,1700.0,0,0,0,0,0,0,False,False,False,True,False,False,True
88.0,1.38,3,3,3,7.0,2447.867298578199,0,1,0,0,0,0,False,False,False,True,False,False,True
88.0,1.3,3,3,3,4.0,2122.037914691943,0,0,0,0,0,0,False,False,False,True,False,False,True
79.0,1.0,2,2,2,4.0,1300.0,1,0,0,0,0,0,False,False,False,True,False,True,False
88.0,1.0,2,2,3,7.0,1718.0094786729858,1,0,0,0,0,0,False,False,False,True,False,False,True
88.0,0.95,2,2,2,6.0,1548.5781990521327,0,0,0,0,0,0,False,False,False,True,False,False,True
