property_type,sector,price,area,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,pooja room,store room,others,furnishing_type,luxury_score
flat,48.0,1.8,1756.0,3,4,3,3.0,Moderately Old,2080.568720379147,1,0,0,0,0,0,76
flat,70.0,2.5,2350.0,3,4,3,8.0,Relatively New,2070.484581497797,0,1,0,1,0,0,174
flat,39.0,1.5,2350.0,4,3,3,10.0,Old Property,2784.36018957346,0,1,0,0,0,1,49
flat,83.0,1.04,1825.0,3,2,2,2.0,Moderately Old,1500.0,0,0,0,0,0,2,95
flat,67.0,0.53,591.0,2,2,1,6.0,Relatively New,700.2369668246446,0,0,0,0,1,0,49
flat,70.0,1.64,1950.0,3,5,3,8.0,Relatively New,1.9790441176470588,0,1,0,0,0,2,126
flat,65.0,2.9,1975.0,4,4,3,4.0,Relatively New,1975.0,1,1,0,0,0,0,152
flat,65.0,2.36,1650.0,3,3,3,0.0,Relatively New,1453.7444933920706,1,1,0,0,0,0,159
flat,54.0,4.85,1607.0,3,4,3,6.0,Moderately Old,1607.0,0,1,0,0,0,1,158
flat,83.0,1.25,1980.0,3,3,2,2.0,Relatively New,1744.4933920704846,0,1,0,0,0,2,119
flat,90.0,0.92,1950.0,3,3,2,6.0,Relatively New,2310.4265402843603,1,0,0,0,0,0,49
flat,81.0,2.7,2109.0,3,3,3,15.0,Relatively New,2498.815165876777,0,1,0,0,0,0,49
flat,90.0,0.7,1352.0,2,3,2,7.0,Relatively New,1601.8957345971564,1,0,0,0,0,0,49
flat,85.0,1.25,1741.0,2,2,2,16.0,Relatively New,2062.796208530806,0,0,0,0,0,0,49
flat,85.0,2.3,2812.0,4,4,3,8.0,Relatively New,2477.533039647577,0,1,0,0,0,2,21
flat,85.0,2.0,2408.0,3,4,3,8.0,Relatively New,2121.5859030837005,0,1,0,0,0,2,21
flat,83.0,1.08,1735.0,3,3,2,11.0,Relatively New,1528.63436123348,0,0,0,0,1,2,19
flat,65.0,1.73,1395.0,3,3,3,9.0,Relatively New,1229.0748898678414,0,1,0,0,0,1,159
flat,65.0,1.3,631.0,2,2,2,7.0,Relatively New,1.9790441176470588,1,0,0,0,0,2,78
flat,65.0,2.85,1975.0,4,4,3,0.0,Relatively New,1975.0,1,1,0,0,0,0,151
flat,65.0,2.25,1650.0,3,3,3,3.0,Relatively New,1453.7444933920706,1,1,0,0,0,2,152
flat,65.0,2.35,1650.0,3,3,3,2.0,Relatively New,1453.7444933920706,1,1,0,0,0,0,168
flat,65.0,2.8,1650.0,4,4,3,2.0,Relatively New,1650.0,1,0,0,0,0,0,89
flat,65.0,2.35,1450.0,3,3,3,2.0,Relatively New,1500.0,1,1,0,0,0,0,64
flat,65.0,2.75,1975.0,4,4,3,3.0,Relatively New,1975.0,1,1,0,0,0,0,113
flat,65.0,2.36,1650.0,3,3,3,2.0,Relatively New,1.9790441176470588,1,1,0,0,0,0,136
flat,66.0,3.4,2410.0,4,4,3,2.0,Relatively New,2210.0,0,1,0,0,0,0,157
flat,77.0,0.8,1342.0,2,2,2,10.0,Relatively New,1.9790441176470588,0,0,0,0,0,0,49
flat,61.0,7.0,6364.0,4,4,3,6.0,Relatively New,5286.343612334802,0,1,0,0,0,2,52
flat,50.0,1.8,1877.0,3,4,3,6.0,Moderately Old,1870.0,0,1,0,0,0,0,174
flat,50.0,2.65,2480.0,3,4,3,6.0,Moderately Old,2470.0,0,1,0,0,0,0,174
flat,83.0,1.05,1500.0,3,3,3,3.0,Relatively New,1.9790441176470588,0,0,0,1,0,2,79
flat,50.0,1.88,1794.0,3,3,3,14.0,Moderately Old,1790.0,0,0,0,0,1,0,174
flat,84.0,1.15,1534.0,2,2,3,8.0,Relatively New,1.9790441176470588,1,0,0,0,0,0,37
flat,83.0,1.33,2390.0,4,4,3,3.0,Relatively New,1.9790441176470588,0,1,0,0,0,2,26
flat,50.0,2.6,2711.0,3,4,2,15.0,Relatively New,2700.0,0,1,0,0,1,0,174
flat,50.0,2.97,2605.0,3,3,3,8.0,Moderately Old,2600.0,0,1,0,0,0,0,174
flat,69.0,1.8,2010.0,4,4,2,9.0,Relatively New,1770.9251101321586,0,0,1,0,0,0,165
flat,69.0,1.78,2010.0,4,4,2,10.0,Relatively New,1770.9251101321586,0,0,1,0,0,0,156
flat,69.0,1.52,1578.0,3,3,2,4.0,Relatively New,1390.308370044053,0,0,1,0,0,0,156
flat,69.0,1.55,1578.0,3,3,2,9.0,Relatively New,1390.308370044053,0,0,1,0,0,0,165
flat,86.0,1.55,1930.0,3,3,1,12.0,Relatively New,1900.0,0,0,1,0,0,0,153
flat,83.0,0.4,468.0,1,1,1,6.0,Relatively New,554.5023696682465,0,0,0,0,0,1,52
flat,70.0,2.4,2150.0,3,3,3,11.0,Relatively New,1894.273127753304,0,1,0,0,0,2,108
flat,82.0,1.37,1565.0,3,3,3,11.0,Relatively New,2000.0,1,1,1,0,0,0,145
flat,49.0,2.65,2251.0,3,4,3,11.0,Moderately Old,2251.0,0,1,1,0,0,0,140
flat,104.0,1.16,1816.0,3,4,3,8.0,Relatively New,2151.658767772512,0,1,0,0,0,0,96
flat,104.0,1.05,1800.0,3,4,3,7.0,Relatively New,2132.701421800948,0,1,0,0,0,0,96
flat,104.0,1.35,2700.0,4,5,3,0.0,Relatively New,3199.052132701422,1,1,1,1,0,2,112
flat,104.0,1.35,2692.0,4,5,3,0.0,Relatively New,3189.57345971564,1,1,1,1,0,2,88
flat,66.0,2.85,1950.0,3,3,3,11.0,Relatively New,1950.0,1,0,0,0,0,0,67
flat,84.0,0.35,583.0,2,2,1,4.0,Relatively New,513.6563876651983,0,0,0,0,0,2,37
flat,107.0,0.88,1366.0,2,2,3,3.0,Relatively New,1203.52422907489,0,0,0,0,0,2,99
flat,102.0,2.4,2579.0,3,4,3,3.0,Relatively New,1.9790441176470588,1,0,0,0,0,0,49
flat,60.0,3.6,2809.0,4,5,3,24.0,Relatively New,2809.0,0,1,0,0,0,0,49
flat,61.0,7.5,5350.0,4,4,3,20.0,New Property,4713.656387665198,0,1,1,0,1,0,49
flat,113.0,1.45,1276.0,2,2,2,6.0,Relatively New,1.9790441176470588,0,0,0,0,0,2,80
flat,50.0,2.35,1997.0,3,3,3,8.0,Moderately Old,1950.0,0,0,0,0,0,0,165
flat,82.0,0.94,1431.0,2,2,2,12.0,Relatively New,1264.3171806167402,1,0,0,0,0,0,103
flat,82.0,0.81,1308.0,2,2,2,15.0,Relatively New,1145.374449339207,0,0,0,0,0,0,117
flat,50.0,3.1,2491.0,3,4,3,4.0,Moderately Old,2450.0,0,1,0,0,0,0,165
flat,82.0,1.39,2168.0,3,3,3,11.0,Relatively New,1903.083700440529,1,1,0,0,0,0,117
flat,82.0,0.94,1439.0,2,2,3,9.0,Relatively New,1264.3171806167402,1,0,0,0,0,0,117
flat,82.0,0.78,1315.0,2,2,2,0.0,Relatively New,1143.612334801762,0,0,0,0,0,0,103
flat,82.0,0.85,1422.0,2,2,2,9.0,Relatively New,1259.9118942731277,1,0,0,0,0,2,117
flat,85.0,0.69,1322.0,2,2,2,5.0,Relatively New,1075.0,0,0,0,0,0,2,37
flat,79.0,2.03,2244.0,3,4,3,7.0,Relatively New,1977.092511013216,0,1,0,0,0,2,118
flat,85.0,0.8,1647.0,3,4,3,4.0,Relatively New,1390.0,0,1,0,0,0,0,40
flat,90.0,0.65,957.0,2,2,3,9.0,Relatively New,1050.0,1,0,0,0,0,2,67
flat,84.0,1.01,1750.0,3,3,2,18.0,Relatively New,1475.0,0,0,0,0,0,2,40
flat,90.0,1.27,2565.0,4,5,2,9.0,New Property,1.9790441176470588,1,1,0,0,0,2,83
flat,83.0,0.84,1245.0,2,2,2,7.0,Moderately Old,1096.916299559471,0,0,0,0,0,0,157
flat,85.0,1.77,2408.0,3,4,3,6.0,Moderately Old,1450.0,0,1,0,0,0,0,135
flat,69.0,1.68,2012.0,4,4,2,1.0,Relatively New,1770.9251101321586,0,0,1,0,0,2,102
flat,69.0,1.66,1974.0,4,4,1,12.0,Relatively New,1735.6828193832598,0,0,1,0,0,2,102
flat,69.0,1.4,1580.0,3,3,2,2.0,Relatively New,1390.308370044053,0,0,1,0,0,2,102
flat,81.0,2.29,2096.0,3,4,3,15.0,Relatively New,1850.2202643171809,0,1,0,0,0,1,103
flat,90.0,1.21,1938.0,3,3,3,7.0,Relatively New,1929.0,0,1,1,0,0,2,127
flat,92.0,0.5,1180.0,3,3,2,1.0,Relatively New,1039.647577092511,0,0,0,0,0,2,26
flat,77.0,0.71,1338.0,2,2,2,6.0,Relatively New,1.9790441176470588,1,0,0,0,0,2,108
flat,65.0,3.0,1975.0,4,4,3,2.0,Relatively New,1975.0,0,1,0,0,0,2,87
flat,90.0,1.2,1755.0,3,3,3,15.0,Relatively New,1.9790441176470588,0,0,0,0,0,2,118
flat,72.0,3.25,3082.0,3,3,3,2.0,Moderately Old,2907.488986784141,0,1,0,0,0,2,94
flat,48.0,0.9,1465.0,2,2,3,7.0,Moderately Old,1100.0,1,0,0,0,0,0,156
flat,48.0,1.07,1730.0,3,3,3,7.0,Relatively New,1600.0,0,0,0,0,0,2,167
flat,85.0,1.2,1640.0,2,2,3,12.0,Relatively New,1444.9339207048458,0,0,0,0,0,0,157
flat,85.0,2.15,2812.0,4,5,3,1.0,Relatively New,2477.533039647577,0,1,0,0,0,2,165
flat,69.0,1.72,1970.0,4,4,1,12.0,Relatively New,1735.6828193832598,0,0,0,0,0,2,86
flat,69.0,1.36,1538.0,3,3,1,12.0,Relatively New,1355.0660792951542,0,0,1,0,0,2,86
flat,69.0,1.75,1970.0,4,4,1,12.0,Relatively New,1735.6828193832598,0,0,0,0,0,2,86
flat,69.0,1.75,1970.0,4,4,1,12.0,Relatively New,1735.6828193832598,0,0,0,0,0,2,86
flat,69.0,1.38,1539.0,3,3,1,12.0,Relatively New,1355.0660792951542,0,0,1,0,0,2,86
flat,69.0,1.29,1568.0,3,3,1,12.0,Relatively New,1381.4977973568282,0,0,1,0,0,0,86
flat,69.0,1.37,1579.0,3,3,1,12.0,Relatively New,1.9790441176470588,0,0,1,0,0,2,95
flat,69.0,1.32,1569.0,3,3,1,12.0,Relatively New,1381.4977973568282,0,0,1,0,0,0,86
flat,69.0,1.3,1539.0,3,3,1,12.0,Relatively New,1355.0660792951542,0,0,1,0,0,0,94
flat,86.0,1.3,1930.0,3,3,3,12.0,Moderately Old,1700.4405286343613,0,1,0,0,0,0,165
flat,86.0,1.5,1929.0,3,3,1,15.0,Relatively New,1550.0,0,0,0,0,0,2,159
flat,69.0,1.68,2010.0,4,4,2,2.0,Relatively New,1770.9251101321586,0,0,1,0,0,2,112
flat,69.0,1.4,1578.0,3,3,2,11.0,Relatively New,1390.308370044053,0,0,1,0,0,2,126
flat,86.0,1.5,1900.0,3,3,1,16.0,Relatively New,1674.0088105726873,0,0,0,0,1,2,49
flat,107.0,0.5,645.0,3,2,2,6.0,Relatively New,764.218009478673,0,0,0,0,1,2,49
flat,107.0,0.36,602.0,2,2,1,7.0,Relatively New,598.0,0,0,0,0,1,2,49
flat,72.0,3.1,4632.0,4,5,3,8.0,Moderately Old,4632.0,1,1,1,1,0,2,136
flat,95.0,0.31,549.0,2,2,1,5.0,Relatively New,650.6803056872038,0,0,1,0,0,0,74
flat,92.0,0.71,1326.0,3,3,3,2.0,Relatively New,1571.090047393365,0,0,1,0,0,2,108
flat,83.0,1.15,1400.0,3,3,1,7.0,Moderately Old,1.9790441176470588,0,0,0,0,0,0,95
flat,83.0,1.05,1400.0,3,2,2,1.0,Moderately Old,1600.0,0,0,0,0,0,0,106
flat,61.0,2.1,1800.0,3,3,3,15.0,Relatively New,1.9790441176470588,0,0,0,0,0,0,49
flat,107.0,0.28,480.0,2,2,2,0.0,Relatively New,579.3838862559242,0,0,0,0,0,2,45
flat,107.0,0.28,493.0,2,2,2,11.0,Relatively New,579.3838862559242,0,0,0,0,0,2,29
flat,107.0,0.28,498.0,2,2,2,14.0,Relatively New,579.3838862559242,0,0,0,0,0,2,38
flat,107.0,0.28,489.0,2,2,2,10.0,Relatively New,579.3838862559242,0,0,0,0,0,2,38
flat,103.0,0.23,352.0,1,1,1,4.0,Relatively New,426.5402843601896,0,0,0,0,0,2,23
flat,107.0,0.35,539.0,2,2,2,8.0,Relatively New,648.1042654028436,0,0,0,0,0,2,45
flat,107.0,0.51,645.0,3,2,2,9.0,Relatively New,764.218009478673,0,0,0,0,1,2,15
flat,107.0,0.35,547.0,2,2,2,8.0,Relatively New,648.1042654028436,0,0,0,0,0,2,45
flat,107.0,0.28,480.0,2,2,2,11.0,Relatively New,579.3838862559242,0,0,0,0,0,2,45
flat,107.0,0.36,547.0,2,2,2,8.0,Relatively New,648.1042654028436,0,0,0,0,0,2,45
flat,65.0,2.0,1650.0,3,3,3,1.0,Relatively New,1954.976303317536,0,1,0,0,0,0,124
flat,66.0,2.7,2764.0,4,4,3,6.0,Relatively New,2435.2422907488985,0,1,0,0,1,2,13
flat,65.0,4.94,3043.0,3,4,3,15.0,Moderately Old,2681.057268722467,0,1,0,0,0,2,165
flat,69.0,1.75,2010.0,4,4,2,10.0,Relatively New,1770.9251101321586,0,0,0,0,0,0,109
flat,90.0,1.25,2575.0,4,5,2,8.0,Relatively New,2268.7224669603524,1,1,0,0,0,2,165
flat,90.0,0.92,1875.0,3,4,3,4.0,Relatively New,1.9790441176470588,0,1,0,0,0,2,116
flat,90.0,1.3,2475.0,4,5,2,9.0,Relatively New,1.9790441176470588,1,1,0,0,0,2,110
flat,69.0,0.62,482.0,2,2,1,4.0,Relatively New,571.0900473933649,0,0,0,0,0,0,108
flat,69.0,1.92,2400.0,4,5,3,5.0,Relatively New,2114.5374449339206,0,1,0,0,0,0,158
flat,56.0,2.0,2400.0,4,4,3,8.0,Relatively New,1.9790441176470588,0,0,0,0,1,0,49
flat,70.0,2.0,2400.0,4,5,3,2.0,Relatively New,2114.5374449339206,0,1,0,0,0,0,49
flat,1.0,0.75,2445.0,3,4,3,3.0,Relatively New,2896.9194312796208,0,1,0,0,0,2,21
flat,85.0,1.85,2408.0,3,4,3,2.0,Relatively New,2121.5859030837005,1,1,0,0,0,0,49
flat,91.0,0.89,1404.0,2,2,3,9.0,Relatively New,1.9790441176470588,0,0,0,0,1,0,13
flat,85.0,1.25,2120.0,3,4,2,6.0,Relatively New,1616.0,0,1,0,0,0,0,49
flat,102.0,2.15,1692.0,3,3,3,10.0,Relatively New,1690.0,0,0,0,0,0,0,49
flat,67.0,3.05,2411.0,3,3,3,21.0,Relatively New,2411.0,0,1,0,0,0,0,157
flat,67.0,2.65,2047.0,3,3,3,0.0,Relatively New,2047.0,0,0,0,0,1,0,174
flat,81.0,0.49,735.0,2,2,3,5.0,Relatively New,700.0,0,0,0,0,0,2,117
flat,70.0,1.82,1655.0,3,3,3,12.0,Relatively New,1600.0,0,0,0,0,0,2,108
flat,81.0,0.5,735.0,2,2,3,6.0,Relatively New,700.0,0,0,0,0,0,2,117
flat,77.0,0.92,1822.0,3,3,3,17.0,Relatively New,1.9790441176470588,0,0,0,0,1,0,49
flat,70.0,1.65,1950.0,3,4,3,1.0,Relatively New,1.9790441176470588,0,1,0,0,0,1,167
flat,70.0,1.1,1450.0,2,2,2,10.0,Relatively New,1277.533039647577,1,0,0,0,0,2,42
flat,70.0,1.55,1976.0,3,3,3,8.0,Relatively New,1600.0,1,1,1,0,1,2,42
flat,70.0,1.25,1425.0,3,3,2,1.0,Relatively New,1300.0,0,0,0,0,1,2,49
flat,70.0,1.6,1848.0,4,4,3,1.0,Relatively New,1600.0,1,0,0,0,1,2,42
flat,70.0,1.15,1350.0,2,2,3,8.0,Relatively New,1189.4273127753304,1,0,0,0,1,2,49
flat,70.0,1.6,1950.0,3,3,3,10.0,Relatively New,1.9790441176470588,1,1,1,0,1,2,43
flat,81.0,4.0,4200.0,4,5,3,15.0,Relatively New,3700.440528634361,0,1,0,0,0,0,127
flat,81.0,2.22,2660.0,3,4,3,15.0,Relatively New,2343.6123348017622,0,1,0,0,0,0,174
flat,81.0,3.0,3185.0,4,5,2,6.0,Relatively New,2806.1674008810573,0,1,0,0,0,0,110
flat,82.0,1.0,1688.0,2,2,2,11.0,Relatively New,1264.3171806167402,1,0,0,0,0,0,90
flat,62.0,10.75,5513.0,5,7,3,10.0,Relatively New,4858.149779735682,0,1,0,0,0,0,153
flat,62.0,9.14,4690.0,4,6,3,16.0,Relatively New,4690.0,1,1,0,1,0,0,146
flat,62.0,8.35,4279.0,4,6,3,16.0,Relatively New,3770.044052863436,0,1,1,0,0,2,153
flat,1.0,0.73,2051.0,3,3,3,2.0,Moderately Old,1.9790441176470588,0,1,0,0,0,2,80
flat,1.0,0.95,2601.0,3,4,3,6.0,Moderately Old,1.9790441176470588,0,1,0,0,0,2,81
flat,1.0,0.48,1250.0,2,2,3,7.0,Moderately Old,1.9790441176470588,0,0,0,0,0,2,88
flat,1.0,0.86,2588.0,3,3,3,3.0,Moderately Old,1900.0,0,1,0,0,0,2,81
flat,1.0,0.81,2589.0,3,3,3,2.0,Moderately Old,1900.0,0,1,0,0,0,2,74
flat,67.0,2.9,2047.0,3,3,3,0.0,Relatively New,2047.0,0,0,0,0,1,0,49
flat,71.0,0.37,500.0,1,1,2,2.0,Relatively New,425.0,0,0,0,0,0,0,37
flat,71.0,0.59,700.0,2,2,1,6.0,Moderately Old,639.0,0,0,0,0,0,2,67
flat,71.0,0.6,600.0,2,2,1,5.0,Relatively New,1.9790441176470588,0,0,1,0,0,2,59
flat,71.0,0.37,450.0,1,1,2,2.0,Relatively New,450.0,0,0,0,0,0,2,65
flat,107.0,0.9,1366.0,2,2,3,4.0,Relatively New,1203.52422907489,0,0,0,0,0,2,21
flat,70.0,1.66,1165.0,3,5,3,8.0,Relatively New,1.9790441176470588,0,1,0,0,0,2,108
flat,90.0,2.0,2727.0,4,4,3,20.0,Moderately Old,2402.643171806167,0,1,0,0,1,2,49
flat,70.0,1.67,1161.0,3,5,3,5.0,Moderately Old,1.9790441176470588,0,1,0,0,0,2,108
flat,70.0,1.1,1300.0,2,2,2,8.0,Relatively New,1540.2843601895736,0,0,0,0,0,2,101
flat,70.0,1.6,1950.0,3,5,3,6.0,Relatively New,1.9790441176470588,0,1,0,0,0,2,108
flat,70.0,1.07,1350.0,2,2,3,8.0,Relatively New,1189.4273127753304,1,0,0,0,0,2,108
flat,69.0,1.76,2010.0,4,4,2,6.0,Relatively New,1770.9251101321586,0,0,0,0,0,2,108
flat,69.0,1.55,1578.0,3,3,2,5.0,Relatively New,1390.308370044053,0,0,1,0,0,2,99
flat,61.0,5.5,5800.0,4,5,3,11.0,New Property,5110.132158590308,1,1,1,0,0,2,151
flat,99.0,0.27,482.0,2,2,1,8.0,Relatively New,573.4597156398105,0,0,0,0,1,2,49
flat,99.0,0.26,548.0,2,2,1,6.0,Relatively New,651.6587677725119,0,0,0,0,1,2,79
flat,102.0,1.25,1266.0,2,2,2,0.0,Relatively New,1070.4845814977973,0,0,0,0,0,2,79
flat,102.0,2.1,2149.0,3,4,3,10.0,Relatively New,1893.3920704845812,1,1,0,0,0,2,53
flat,106.0,0.95,1385.0,2,2,3,2.0,Relatively New,940.0,0,0,0,0,0,2,49
flat,106.0,0.92,1385.0,2,2,3,2.0,Relatively New,940.0,0,0,0,0,0,2,174
flat,106.0,1.25,1760.0,3,4,3,5.0,Relatively New,1186.0,0,1,0,0,0,2,165
flat,106.0,0.87,940.0,2,2,3,1.0,New Property,1120.0,0,0,0,0,0,2,174
flat,106.0,1.2,1760.0,3,4,3,9.0,Relatively New,1186.0,0,1,0,0,0,2,174
flat,37.0,0.8,900.0,2,2,3,10.0,Relatively New,1310.0,0,0,0,0,1,2,166
flat,37.0,0.98,1770.0,3,3,3,5.0,Relatively New,1675.0,0,0,1,0,0,2,174
flat,113.0,1.32,1276.0,2,2,2,3.0,Relatively New,1199.0,0,0,0,0,0,2,49
flat,56.0,1.35,2000.0,3,3,3,5.0,Old Property,1800.0,0,0,0,0,1,0,82
flat,111.0,3.45,2950.0,4,5,3,9.0,Relatively New,2599.118942731277,0,1,0,0,0,2,68
flat,81.0,2.4,2660.0,3,4,3,8.0,New Property,2343.6123348017622,1,1,0,0,0,0,167
flat,81.0,3.45,2872.0,4,4,3,10.0,New Property,2530.396475770925,0,1,0,0,0,1,165
flat,81.0,2.25,2132.0,3,3,3,15.0,Relatively New,1878.4140969162995,0,1,0,0,0,1,165
flat,37.0,1.25,1742.0,3,3,3,2.0,Relatively New,1.9790441176470588,1,0,0,0,0,2,49
flat,37.0,1.43,1990.0,3,3,3,2.0,Relatively New,1.9790441176470588,0,1,0,0,1,2,49
flat,37.0,1.27,1756.0,3,3,3,2.0,Relatively New,1553.3039647577093,0,0,0,0,1,2,49
flat,37.0,1.43,1990.0,3,3,3,2.0,Relatively New,1.9790441176470588,1,1,0,0,1,2,49
flat,37.0,1.25,1400.0,3,3,3,2.0,Relatively New,1.9790441176470588,1,0,0,0,0,2,49
flat,37.0,1.44,1990.0,3,3,3,2.0,Relatively New,1.9790441176470588,1,1,0,0,1,2,49
flat,37.0,1.27,1763.0,3,3,3,2.0,Relatively New,1.9790441176470588,1,0,0,0,1,2,49
flat,37.0,1.1,2035.0,3,4,3,9.0,Relatively New,1.9790441176470588,1,1,0,0,0,2,49
flat,37.0,1.4,2600.0,4,5,3,9.0,Relatively New,1.9790441176470588,1,1,1,0,1,2,49
flat,37.0,0.99,1815.0,3,4,3,9.0,Relatively New,1.9790441176470588,0,1,0,0,0,2,49
flat,37.0,0.86,1578.0,2,3,3,9.0,Relatively New,1.9790441176470588,1,0,0,0,1,2,49
flat,37.0,0.98,1815.0,3,4,3,9.0,Relatively New,1.9790441176470588,0,1,0,0,1,2,49
flat,37.0,0.85,1578.0,2,3,3,9.0,Relatively New,1.9790441176470588,1,0,0,0,0,2,49
flat,37.0,1.79,1993.0,4,3,3,15.0,Relatively New,1760.352422907489,0,0,0,0,1,0,37
flat,37.0,1.5,1817.0,3,3,3,12.0,Relatively New,1.9790441176470588,0,0,0,0,1,2,49
flat,37.0,1.77,2191.0,4,3,3,15.0,Relatively New,1.9790441176470588,1,1,1,0,1,2,49
flat,37.0,1.5,1811.0,3,3,3,17.0,Relatively New,1.9790441176470588,0,0,0,0,1,2,49
flat,37.0,1.49,1838.0,3,3,3,20.0,Relatively New,1.9790441176470588,0,0,0,0,1,2,49
flat,37.0,1.8,2191.0,4,3,3,18.0,Relatively New,1.9790441176470588,1,1,1,0,0,2,49
flat,85.0,1.06,1671.0,2,2,2,12.0,Relatively New,1472.2466960352422,0,0,0,0,0,2,44
flat,85.0,1.14,1772.0,2,2,3,16.0,Relatively New,1561.2334801762115,0,0,0,0,0,2,44
flat,84.0,0.36,474.0,2,2,1,9.0,Relatively New,1.9790441176470588,0,0,0,1,0,1,80
flat,84.0,0.34,483.0,2,2,1,1.0,Relatively New,572.2748815165877,0,0,0,1,0,0,84
flat,84.0,0.34,583.0,2,2,1,3.0,Relatively New,1.9790441176470588,0,0,0,1,0,2,75
flat,84.0,0.35,481.0,2,2,1,10.0,Relatively New,1.9790441176470588,0,0,0,1,0,2,103
flat,85.0,1.05,1640.0,2,2,3,11.0,Relatively New,1444.9339207048458,0,0,0,0,0,2,44
flat,49.0,1.72,2200.0,3,3,2,2.0,Old Property,2606.6350710900474,0,0,0,0,0,0,144
flat,70.0,1.55,1950.0,3,5,3,8.0,Relatively New,1.9790441176470588,0,1,0,0,0,2,174
flat,70.0,1.5,1950.0,3,5,3,7.0,Relatively New,1.9790441176470588,0,1,0,0,0,0,174
flat,56.0,2.05,2150.0,4,4,3,7.0,Relatively New,2000.0,0,1,0,0,1,0,49
flat,56.0,2.11,2450.0,3,2,3,4.0,Relatively New,2250.0,0,0,0,0,1,0,126
flat,70.0,1.18,1450.0,2,2,3,7.0,New Property,1400.0,0,0,1,0,0,2,140
flat,70.0,1.15,1000.0,2,2,3,4.0,New Property,1400.0,0,0,1,0,0,2,132
flat,70.0,1.66,1976.0,3,3,3,8.0,New Property,1900.0,0,1,0,0,0,2,132
flat,70.0,1.68,1976.0,3,3,3,5.0,New Property,1900.0,0,1,0,0,0,2,141
flat,108.0,3.95,2343.0,3,4,2,15.0,Relatively New,2343.0,0,1,0,0,0,2,49
flat,62.0,2.1,1508.0,2,2,3,12.0,New Property,1500.0,0,0,0,0,1,0,49
flat,70.0,1.64,1976.0,3,3,3,4.0,New Property,1950.0,0,1,0,0,0,2,144
flat,70.0,1.69,1976.0,3,3,3,8.0,New Property,1900.0,0,1,0,0,0,2,165
flat,65.0,6.15,3363.0,3,3,3,23.0,Moderately Old,3363.0,1,1,0,0,0,0,60
flat,65.0,6.1,3363.0,3,3,3,19.0,Moderately Old,3363.0,1,1,0,0,0,0,174
flat,82.0,1.59,1538.0,3,3,3,5.0,Relatively New,1.9790441176470588,0,0,0,0,1,1,167
flat,77.0,1.08,2000.0,3,4,3,5.0,Relatively New,1762.1145374449338,1,1,0,0,1,0,167
flat,77.0,1.09,2025.0,3,4,3,5.0,Relatively New,1784.1409691629956,0,1,0,0,1,0,167
flat,70.0,0.85,930.0,2,2,2,5.0,Relatively New,819.3832599118942,0,0,0,0,0,0,45
flat,108.0,3.95,2343.0,3,5,2,15.0,New Property,2343.0,0,1,0,0,0,2,118
flat,108.0,2.5,1711.0,3,3,2,19.0,New Property,1480.0,0,0,0,0,0,2,166
flat,56.0,2.05,2600.0,4,4,3,6.0,Relatively New,2500.0,0,0,0,0,1,0,101
flat,56.0,2.45,3000.0,4,4,3,1.0,Relatively New,2900.0,0,0,0,0,1,0,118
flat,56.0,1.5,2000.0,3,3,3,4.0,Relatively New,1900.0,0,1,0,0,0,0,126
flat,52.0,1.45,1900.0,3,3,3,7.0,Relatively New,1800.0,0,0,0,0,1,0,108
flat,85.0,1.2,1640.0,2,2,3,6.0,Relatively New,1300.0,0,0,0,0,0,0,174
flat,65.0,2.4,1650.0,3,3,3,3.0,Relatively New,1600.0,1,1,0,0,0,0,49
flat,81.0,2.5,2132.0,3,3,2,20.0,Relatively New,1700.0,0,1,0,0,0,1,174
flat,83.0,1.55,1720.0,3,3,3,4.0,Relatively New,1400.0,0,1,0,0,0,0,174
flat,83.0,1.76,1900.0,3,3,3,6.0,Relatively New,1500.0,0,1,0,0,0,0,165
flat,83.0,1.76,1900.0,3,3,3,5.0,Relatively New,1600.0,0,1,0,0,0,0,174
flat,80.0,1.4,2262.0,3,4,2,10.0,Moderately Old,1854.0,0,0,1,1,0,2,111
flat,80.0,1.1,1928.0,3,3,3,8.0,Moderately Old,1580.0,0,1,0,0,0,2,111
flat,81.0,2.45,2132.0,3,3,2,9.0,Relatively New,1800.0,0,1,0,0,0,0,174
flat,58.0,3.8,2164.0,3,4,1,19.0,Moderately Old,2164.0,0,1,0,0,0,0,167
flat,54.0,5.75,2329.0,3,4,3,12.0,Relatively New,2329.0,0,1,0,0,0,1,174
flat,54.0,10.0,4072.0,4,5,3,17.0,Moderately Old,3000.0,0,1,0,0,0,1,167
flat,28.0,6.2,2685.0,3,4,3,21.0,Relatively New,2000.0,0,1,0,0,0,0,160
flat,83.0,1.75,1900.0,3,3,3,6.0,Relatively New,1600.0,0,1,0,0,0,0,150
flat,81.0,2.4,2132.0,3,3,2,10.0,Relatively New,1800.0,0,1,0,0,0,1,174
flat,83.0,1.75,1900.0,3,3,3,6.0,Relatively New,1600.0,0,1,0,0,0,0,174
flat,80.0,1.4,2262.0,3,4,2,6.0,Moderately Old,1922.0,0,1,1,0,0,2,111
flat,95.0,0.17,3125.0,1,1,1,12.0,Relatively New,3805.6872037914695,0,0,0,0,0,2,56
flat,95.0,0.2,366.0,1,1,1,10.0,Relatively New,433.74435900473935,0,0,0,0,0,2,82
